1, 2, 3, 5, 6, 4, 
55.00,55.00,55.00,55.00,55.00,55.00
49.99,59.88,56.03,55.90,55.72,55.87
49.93,59.95,56.09,55.99,55.81,55.95
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
49.93,59.95,56.09,56.00,55.81,55.96
54.85,59.95,57.88,57.71,57.53,57.69
54.88,59.94,58.10,57.91,57.85,57.96
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,59.94,58.11,57.93,57.86,57.97
54.88,69.75,64.36,63.69,63.87,64.04
54.88,69.93,64.74,64.49,64.44,64.58
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.56,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
54.88,69.93,64.75,64.55,64.47,64.60
