1, 2, 3, 5, 6, 4, 
50.00,50.00,50.00,50.00,50.00,50.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
30.00,50.00,80.00,50.00,30.00,30.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
20.00,40.00,60.00,20.00,40.00,40.00
