1, 2, 3, 4, 5, 6, 7, 
50.00,50.00,50.00,50.00,50.00,50.00,50.00
50.00,56.10,60.00,55.96,55.84,55.78,55.65
50.00,56.14,60.00,56.04,55.95,55.87,55.74
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
50.00,56.14,60.00,56.04,55.96,55.87,55.75
55.00,57.96,60.00,57.79,57.63,57.60,57.46
55.00,58.18,60.00,58.03,57.80,57.90,57.80
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,58.18,60.00,58.04,57.83,57.91,57.81
55.00,64.59,70.00,64.14,63.24,63.93,63.80
55.00,64.83,70.00,64.65,64.32,64.50,64.39
55.00,64.83,70.00,64.67,64.43,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
55.00,64.83,70.00,64.67,64.44,64.53,64.41
