1, 2, 3, 4, 5, 6, 7, 8, 9, 
10,10,10,10,10,10,10,10,10
91804,95243,80925,91792,-10476,87969,46305,-2708522,0
92033,95483,81139,92021,-10516,88193,46465,-2712832,-0
92037,95487,81144,92025,-10512,88197,46469,-2712829,-0
92037,95488,81144,92025,-10512,88197,46469,-2712825,0
91250,96068,77724,91239,-9932,88197,16098,-2716244,-0
91251,96068,77724,91240,-9931,88198,16090,-2716573,0
91251,96068,77724,91240,79092,88198,16090,-2716576,0
91251,96068,77724,91240,79092,88198,16090,-2716576,0
91251,96068,77724,91240,79092,88198,16090,-2716576,0
91251,96068,77724,91240,79092,88198,16090,-2716576,0
92039,95488,81140,92028,78512,88198,19481,-1708043,0
92039,95488,81140,92027,78512,88197,19483,-1708001,0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92039,95488,81140,92027,78512,88197,19482,-1708004,-0
92558,96031,81613,92547,78958,88701,19678,-1715738,0
92568,96040,81622,92556,78967,88710,19680,-1715912,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,0
92568,96040,81622,92556,78967,88710,19680,-1715914,0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
92568,96040,81622,92556,78967,88710,19680,-1715914,-0
