1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 
55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00
50.17,59.95,56.36,59.93,59.98,59.92,58.02,58.04,59.55,59.80
49.97,59.98,56.26,59.97,59.99,59.95,58.03,58.04,59.69,59.88
49.96,59.98,56.25,59.97,59.99,59.95,58.03,58.03,59.69,59.88
49.96,59.98,56.25,59.97,59.99,59.95,58.03,58.03,59.69,59.88
49.96,59.98,56.63,59.97,59.99,59.96,58.24,58.25,59.73,59.89
49.96,59.98,56.64,59.97,59.99,59.96,58.25,58.25,59.73,59.89
49.96,59.98,56.64,59.97,59.98,59.96,58.25,58.25,59.73,59.89
49.96,59.98,56.64,59.97,59.98,59.96,58.25,58.25,59.73,59.89
49.96,59.98,56.64,59.97,59.98,59.96,58.25,58.25,59.73,59.89
54.75,59.98,58.14,59.97,59.98,59.96,59.00,59.01,59.73,59.89
54.95,59.98,58.08,59.97,59.98,59.95,58.96,58.96,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,59.98,58.09,59.97,59.98,59.95,58.96,58.97,59.69,59.88
54.96,69.91,64.29,69.88,69.93,69.87,66.90,66.91,69.34,69.69
54.96,69.97,64.40,69.96,69.97,69.95,67.07,67.08,69.63,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
54.96,69.97,64.40,69.96,69.97,69.95,67.08,67.08,69.64,69.86
